id,Age,Department,JobRole,Gender,Attrition,MonthlyIncome,PerformanceRating,YearsAtCompany
1039,46,Research & Development,Laboratory Technician,Unknown,0,2437,3,4
1042,44,Research & Development,Manufacturing Director,Unknown,0,5980,3,10
1043,22,Research & Development,Research Scientist,Male,0,2774,3,2
1044,42,Research & Development,Healthcare Representative,Female,0,4108,3,6
1045,52,Sales,Sales Executive,Female,0,9725,3,9
1046,23,Human Resources,Laboratory Technician,Male,0,2684,3,2
1047,36,Sales,Sales Executive,Female,0,4127,3,3
1048,43,Research & Development,Manufacturing Director,Female,0,4434,3,5
1049,36,Human Resources,Human Resources,Unknown,0,2177,3,5
1050,39,Human Resources,Laboratory Technician,Male,0,2090,3,1
1051,30,Research & Development,Laboratory Technician,Female,0,3591,3,4
1052,33,Sales,Sales Executive,Female,0,6549,3,4
1053,36,Research & Development,Laboratory Technician,Male,0,3920,4,1
1055,35,Sales,Sales Executive,Male,0,5980,3,5
1057,31,Sales,Sales Executive,Male,1,9204,3,10
1058,38,Human Resources,Manufacturing Director,Male,0,5253,3,5
1059,40,Sales,Sales Representative,Male,0,2725,3,2
1060,39,Research & Development,Manufacturing Director,Male,0,7978,3,9
1061,44,Research & Development,Laboratory Technician,Female,0,4244,3,5
1062,38,Research & Development,Manufacturing Director,Male,0,8793,3,7
1063,33,Sales,Sales Executive,Male,0,6586,3,10
1064,35,Research & Development,Research Scientist,Male,0,4014,3,9
1066,46,Sales,Sales Executive,Female,1,13320,3,10
1067,40,Research & Development,Research Director,Female,0,1359,3,1
1068,31,IT,Sales Representative,Male,0,2080,3,2
1070,39,Research & Development,Healthcare Representative,Male,0,10415,3,10
1071,40,Unknown,Sales Executive,Male,0,10596,3,3
1072,47,Unknown,Manufacturing Director,Male,0,5368,3,8
1073,41,Research & Development,Laboratory Technician,Male,0,2109,3,4
1074,35,Research & Development,Laboratory Technician,Male,0,3730,3,7
1076,30,Human Resources,Research Scientist,Male,0,4907,3,10
1077,34,Research & Development,Manufacturing Director,Male,0,6091,3,1
1078,38,Research & Development,Research Scientist,Female,1,2342,3,5
1080,29,Research & Development,Manufacturing Director,Male,0,5131,3,3
1081,35,Research & Development,Laboratory Technician,Male,0,2886,3,5
1082,37,Sales,Sales Executive,Male,0,6651,3,3
1083,41,Unknown,Research Scientist,Female,1,2936,4,15
1085,31,Research & Development,Healthcare Representative,Male,1,1081,4,1
1086,32,IT,Sales Executive,Male,1,7918,3,7
1087,29,Research & Development,Research Scientist,Male,1,2909,3,1
1088,32,Human Resources,Research Scientist,Male,0,4627,3,9
1089,38,Sales,Sales Executive,Female,0,5940,3,2
1090,35,Sales,Research Scientist,Female,0,2272,3,3
1092,40,Research & Development,Research Scientist,Male,0,2342,3,5
1093,45,Research & Development,Healthcare Representative,Male,0,6142,3,5
1094,39,Sales,Sales Executive,Female,0,6694,3,1
1095,32,Research & Development,Manufacturing Director,Male,0,10231,3,15
1096,23,Research & Development,Laboratory Technician,Male,0,2875,3,5
1097,40,Research & Development,Healthcare Representative,Female,0,6687,3,3
1098,35,Research & Development,Research Scientist,Female,0,2996,3,6
1099,27,Research & Development,Manufacturing Director,Male,0,5228,3,5
1100,35,Research & Development,Laboratory Technician,Female,0,1274,4,1
1101,29,Sales,Sales Representative,Female,1,3211,3,7
1102,50,Research & Development,Research Scientist,Female,0,4487,4,3
1103,20,Sales,Sales Executive,Male,0,9396,3,2
1104,37,Sales,Sales Executive,Female,0,10596,3,14
1105,35,Research & Development,Laboratory Technician,Male,0,1261,3,0
1106,29,Research & Development,Research Scientist,Female,0,2695,3,5
1107,30,Sales,Sales Executive,Female,0,8740,3,8
1108,34,Research & Development,Research Scientist,Male,0,4374,3,7
1109,46,Research & Development,Healthcare Representative,Male,0,7880,3,9
1110,28,Research & Development,Research Scientist,Female,0,2044,3,5
1111,36,Research & Development,Laboratory Technician,Male,0,5473,3,4
1112,34,Sales,Sales Executive,Male,1,4639,3,4
1113,22,Research & Development,Laboratory Technician,Male,0,2523,3,5
1114,40,Sales,Sales Executive,Male,0,5396,4,1
1115,27,Research & Development,Research Scientist,Male,0,2684,3,1
1116,28,Sales,Sales Executive,Male,0,4127,3,3
1117,31,Research & Development,Manufacturing Director,Female,0,5485,3,7
1118,48,Human Resources,Healthcare Representative,Female,0,4240,3,3
1119,40,Research & Development,Laboratory Technician,Female,0,2144,3,5
1120,47,Sales,Research Scientist,Male,0,4876,3,5
1121,30,Research & Development,Healthcare Representative,Male,0,4640,4,3
1122,25,Sales,Sales Executive,Female,0,4907,4,2
1123,35,Human Resources,Sales Executive,Female,0,9699,3,9
1124,41,Sales,Sales Executive,Male,0,5377,4,7
1125,38,Sales,Sales Executive,Female,0,9362,3,3
1126,48,Sales,Sales Executive,Female,1,4103,3,2
1127,22,Research & Development,Laboratory Technician,Male,1,2408,4,0
1128,38,Research & Development,Healthcare Representative,Male,0,6811,4,3
1129,46,Sales,Sales Executive,Female,0,5980,3,4
1130,35,Research & Development,Manufacturing Director,Female,0,6091,3,10
1131,29,Research & Development,Manufacturing Director,Male,0,7587,3,10
1132,35,Research & Development,Laboratory Technician,Male,0,3780,3,3
1133,24,Research & Development,Laboratory Technician,Male,0,2875,3,1
1134,37,Research & Development,Laboratory Technician,Male,0,2713,3,8
1135,38,Research & Development,Healthcare Representative,Male,0,4877,3,3
1136,59,Research & Development,Healthcare Representative,Male,0,6811,3,5
1137,40,Research & Development,Healthcare Representative,Male,0,4668,3,5
1138,29,Research & Development,Research Scientist,Male,0,3102,3,4
1139,50,Research & Development,Research Scientist,Female,0,5036,3,19
1141,36,Sales,Sales Executive,Male,0,4898,3,1
1142,31,Research & Development,Laboratory Technician,Female,0,5228,3,10
1143,21,Sales,Sales Representative,Male,1,2342,4,2
1144,29,Research & Development,Research Scientist,Male,1,2909,3,10
1145,35,Human Resources,Sales Representative,Female,0,4717,3,9
1146,35,Research & Development,Research Scientist,Female,0,2127,4,1
1147,34,Sales,Manufacturing Director,Male,0,7898,3,10
1148,48,Research & Development,Manufacturing Director,Male,0,7484,3,10
1150,35,Research & Development,Laboratory Technician,Male,1,3950,3,5
1151,36,Research & Development,Research Director,Male,0,13464,3,6
1152,46,Sales,Sales Executive,Male,0,6804,3,9
1153,40,Research & Development,Research Scientist,Female,0,2413,3,9
1154,45,IT,Sales Executive,Male,1,4775,3,0
1155,37,Human Resources,Healthcare Representative,Male,0,9884,3,5
1156,36,Sales,Sales Representative,Male,0,3149,3,5
1157,52,Sales,Sales Executive,Male,0,13525,3,34
1158,31,Sales,Sales Executive,Unknown,0,5405,4,10
1159,28,Human Resources,Laboratory Technician,Male,0,3452,3,6
1160,31,Research & Development,Healthcare Representative,Female,0,4869,3,9
1161,46,Research & Development,Manufacturing Director,Male,0,13966,4,7
1162,18,Sales,Laboratory Technician,Male,0,1569,3,0
1163,39,Research & Development,Laboratory Technician,Female,1,4227,3,2
1164,35,Research & Development,Healthcare Representative,Male,1,10453,3,15
1165,40,Research & Development,Laboratory Technician,Male,1,2451,3,1
1166,34,Sales,Sales Executive,Male,0,5743,3,9
1167,27,Research & Development,Research Scientist,Female,0,2768,3,3
1168,30,Research & Development,Laboratory Technician,Female,1,2121,3,1
1169,27,Research & Development,Research Scientist,Male,1,2073,3,4
1170,36,Research & Development,Laboratory Technician,Male,0,2644,4,16
1171,38,Human Resources,Manufacturing Director,Male,0,9613,3,3
1172,33,Research & Development,Research Scientist,Male,0,2083,3,3
1173,35,Sales,Sales Executive,Male,0,5204,3,1
1175,41,Research & Development,Healthcare Representative,Male,0,6687,4,14
1176,20,Research & Development,Laboratory Technician,Male,0,2127,3,1
1177,33,Sales,Manager,Male,0,11878,3,13
1178,49,Human Resources,Sales Executive,Female,0,10248,3,7
1179,37,Sales,Sales Executive,Female,1,8103,3,1
1180,32,Sales,Sales Representative,Male,0,1569,3,1
1181,32,Research & Development,Research Director,Male,0,13142,3,1
1182,40,IT,Manager,Female,0,11916,3,13
1183,22,Sales,Laboratory Technician,Male,0,2374,3,4
1184,43,Research & Development,Research Scientist,Male,0,2871,3,5
1185,40,Research & Development,Research Scientist,Male,0,4877,3,4
1186,34,Human Resources,Laboratory Technician,Male,0,3975,4,4
1187,35,Research & Development,Manufacturing Director,Male,0,4071,3,5
1188,35,IT,Sales Executive,Female,1,6653,3,1
1189,35,Sales,Sales Executive,Male,0,4639,3,15
1191,37,Research & Development,Manufacturing Director,Male,0,10502,3,1
1192,58,Sales,Sales Executive,Female,0,6804,3,19
1193,46,Research & Development,Healthcare Representative,Unknown,0,7991,3,4
1194,41,Human Resources,Manager,Female,0,10048,3,1
1195,30,Research & Development,Manufacturing Director,Female,0,5485,4,3
1196,37,Sales,Sales Executive,Male,0,5673,3,8
1197,40,Research & Development,Healthcare Representative,Male,0,5071,3,5
1198,37,IT,Research Scientist,Male,0,2007,3,5
1199,38,IT,Laboratory Technician,Male,0,3408,3,1
1201,39,Research & Development,Research Scientist,Female,0,5731,3,8
1202,34,Sales,Sales Representative,Male,1,4306,3,0
1203,30,Research & Development,Manufacturing Director,Female,0,6439,3,6
1204,29,Sales,Sales Executive,Female,0,4559,4,2
1205,23,Unknown,Research Scientist,Female,0,2564,4,3
1206,41,Sales,Sales Executive,Unknown,0,5070,3,20
1207,43,Research & Development,Research Scientist,Male,0,2911,4,5
1208,40,Sales,Sales Executive,Male,0,7644,3,4
1209,32,Research & Development,Research Scientist,Male,1,2911,3,6
1210,44,Research & Development,Healthcare Representative,Female,0,5042,3,10
1211,56,Sales,Sales Executive,Female,0,5485,3,5
1213,36,Sales,Sales Executive,Female,0,4684,3,7
1214,29,Research & Development,Research Scientist,Male,0,2450,3,4
1215,39,Research & Development,Research Director,Unknown,0,13269,3,14
1216,26,Research & Development,Research Scientist,Female,0,3660,3,3
1217,35,Unknown,Sales Executive,Male,1,10845,3,11
1218,31,Research & Development,Manufacturing Director,Male,0,4148,3,4
1219,36,Research & Development,Manufacturing Director,Male,0,7779,3,16
1220,31,Sales,Sales Executive,Male,0,6674,3,8
1221,27,Sales,Sales Representative,Female,1,3491,3,7
1224,43,Research & Development,Healthcare Representative,Female,0,7441,3,9
1225,43,Research & Development,Research Scientist,Male,0,2966,4,8
1227,24,Research & Development,Research Scientist,Male,0,3230,3,4
1228,34,Research & Development,Research Scientist,Female,0,6322,3,6
1229,35,Research & Development,Research Scientist,Female,0,2645,3,5
1230,32,Sales,Sales Executive,Female,0,4163,3,7
1231,31,Research & Development,Laboratory Technician,Male,0,2226,3,9
1232,40,Research & Development,Manufacturing Director,Female,0,4240,3,3
1233,35,Research & Development,Research Director,Female,0,1878,3,1
1235,35,Research & Development,Laboratory Technician,Male,0,2690,3,1
1236,36,Research & Development,Research Scientist,Male,0,3691,3,8
1237,40,Research & Development,Laboratory Technician,Male,0,4627,3,4
1238,23,Research & Development,Research Scientist,Male,0,2909,3,3
1239,35,Research & Development,Laboratory Technician,Male,0,3579,4,9
1240,55,Sales,Sales Representative,Male,1,2244,3,7
1241,38,Research & Development,Laboratory Technician,Female,0,2389,3,8
1242,35,Research & Development,Healthcare Representative,Female,0,9699,3,9
1244,40,Research & Development,Healthcare Representative,Male,0,7978,3,10
1245,34,Sales,Sales Executive,Female,0,6209,3,10
1246,37,Research & Development,Research Scientist,Male,0,4647,3,17
1247,27,IT,Manufacturing Director,Male,0,5689,4,10
1248,40,Sales,Sales Executive,Male,0,5368,3,1
1249,26,IT,Sales Representative,Male,1,1081,3,1
1250,42,Research & Development,Laboratory Technician,Male,0,4272,3,5
1251,35,Sales,Laboratory Technician,Male,0,4968,3,3
1252,26,Research & Development,Manufacturing Director,Female,0,4577,4,9
1253,28,Sales,Sales Representative,Male,1,1081,3,1
1254,35,Sales,Sales Executive,Male,0,9888,3,10
1255,35,Sales,Sales Executive,Female,0,8321,3,11
1256,39,Research & Development,Research Scientist,Male,0,3540,3,6
1257,38,Unknown,Sales Executive,Male,1,5396,3,1
1258,46,Sales,Sales Executive,Male,0,6653,3,7
1259,29,Sales,Sales Representative,Female,1,2356,3,4
1260,40,Sales,Sales Executive,Male,0,4684,3,4
1261,35,Sales,Sales Executive,Female,0,7847,3,3
1262,37,Research & Development,Healthcare Representative,Male,0,7005,3,5
1263,24,Sales,Laboratory Technician,Unknown,0,2973,4,1
1264,34,Sales,Sales Executive,Male,0,6347,3,7
1265,51,Unknown,Laboratory Technician,Male,0,5484,3,5
1266,41,Sales,Manager,Male,0,11878,3,13
1267,40,Research & Development,Manufacturing Director,Female,0,9888,3,4
1268,43,Human Resources,Laboratory Technician,Male,0,2766,3,3
1269,39,Sales,Sales Executive,Female,1,10932,3,20
1270,34,Sales,Healthcare Representative,Female,0,6146,3,7
1271,49,Research & Development,Research Scientist,Male,0,2367,3,5
1272,35,Sales,Sales Executive,Female,1,6118,3,2
1273,48,Research & Development,Healthcare Representative,Male,0,6755,3,1
1274,36,Human Resources,Human Resources,Female,0,6434,4,5
1275,35,Research & Development,Manufacturing Director,Female,0,4789,3,10
1276,28,Unknown,Research Scientist,Female,0,3140,4,6
1277,36,Unknown,Manufacturing Director,Male,0,7396,3,10
1278,35,Sales,Sales Executive,Male,0,5163,3,1
1279,25,Sales,Sales Representative,Female,0,3294,3,5
1280,36,Research & Development,Manufacturing Director,Male,0,5661,3,13
1281,33,Sales,Sales Executive,Female,0,4342,3,8
1285,27,IT,Research Scientist,Male,0,2145,3,5
1286,37,Research & Development,Healthcare Representative,Male,0,5743,3,9
1287,39,Research & Development,Healthcare Representative,Male,0,9991,3,14
1288,35,Research & Development,Laboratory Technician,Male,1,2368,4,7
1289,40,Research & Development,Research Scientist,Female,0,4256,4,3
1290,44,Research & Development,Research Scientist,Male,0,2479,3,4
1291,37,Research & Development,Laboratory Technician,Female,0,3730,3,7
1292,36,Sales,Sales Executive,Female,0,6120,3,17
1294,31,Sales,Sales Executive,Male,0,4312,3,3
1295,33,Research & Development,Laboratory Technician,Male,0,2936,3,7
1296,38,Research & Development,Research Scientist,Male,0,3348,3,4
1297,26,Research & Development,Laboratory Technician,Male,1,2571,3,7
1298,25,Research & Development,Laboratory Technician,Unknown,0,4724,3,5
1299,33,Research & Development,Manager,Male,0,1416,3,1
1300,28,Human Resources,Research Scientist,Male,1,2693,3,1
1301,38,Research & Development,Healthcare Representative,Female,1,1091,3,1
1302,35,Research & Development,Laboratory Technician,Male,0,3875,3,3
1303,38,Sales,Sales Executive,Female,0,9924,3,9
1304,34,Sales,Sales Executive,Male,0,9699,3,8
1305,48,Research & Development,Research Director,Female,0,13189,3,3
1306,34,Research & Development,Laboratory Technician,Female,0,2177,3,3
1307,28,Unknown,Sales Representative,Male,0,2297,3,0
1308,28,Sales,Sales Executive,Male,0,5486,3,10
1309,31,Research & Development,Laboratory Technician,Male,1,3875,3,3
1310,29,Sales,Sales Representative,Male,1,2362,3,3
1311,38,Research & Development,Healthcare Representative,Male,0,8726,3,10
1313,42,Sales,Sales Executive,Male,0,7823,3,7
1314,29,Sales,Sales Representative,Male,1,2326,3,0
1315,30,Sales,Human Resources,Male,0,2809,3,1
1316,42,Research & Development,Manufacturing Director,Male,0,6474,4,5
1317,47,Sales,Sales Executive,Female,0,4581,3,5
1319,39,Sales,Sales Executive,Female,0,6125,3,19
1321,55,Research & Development,Manufacturing Director,Male,0,2450,3,19
1322,35,Research & Development,Manufacturing Director,Male,0,5131,3,4
1323,19,Research & Development,Laboratory Technician,Male,1,2325,3,0
1324,34,Human Resources,Manufacturing Director,Female,0,5093,3,16
1325,19,Research & Development,Laboratory Technician,Female,0,2451,3,1
1326,36,Research & Development,Healthcare Representative,Male,0,6632,3,5
1327,36,Sales,Sales Executive,Male,0,5373,3,5
1328,28,Research & Development,Laboratory Technician,Male,0,2935,3,1
1329,35,Sales,Sales Executive,Male,0,9667,3,9
1330,48,Research & Development,Research Scientist,Female,0,2886,3,3
1331,32,Research & Development,Laboratory Technician,Male,0,4033,3,5
1332,59,Sales,Sales Executive,Female,0,12742,3,9
1333,35,Sales,Sales Executive,Female,0,8376,3,3
1334,41,Research & Development,Laboratory Technician,Female,0,2288,3,12
1336,35,Sales,Sales Executive,Female,0,4883,3,5
1337,48,Research & Development,Research Scientist,Male,0,2367,3,3
1338,35,Research & Development,Laboratory Technician,Female,1,4193,3,9
1339,57,Human Resources,Human Resources,Male,1,2305,4,1
1340,30,Research & Development,Laboratory Technician,Male,0,5309,3,10
1341,35,Research & Development,Laboratory Technician,Male,0,2413,3,9
1343,50,Research & Development,Laboratory Technician,Male,0,4447,3,8
1344,39,IT,Research Scientist,Male,0,2799,4,10
1345,47,Research & Development,Research Scientist,Male,0,3033,3,5
1346,19,Research & Development,Laboratory Technician,Male,1,1859,3,1
1347,29,Research & Development,Laboratory Technician,Male,0,1790,3,1
1348,24,Research & Development,Laboratory Technician,Male,1,2695,3,1
1349,44,Research & Development,Laboratory Technician,Male,1,2853,3,1
1350,41,Research & Development,Manufacturing Director,Female,0,6384,3,5
1351,44,Research & Development,Research Scientist,Male,0,2345,4,6
1352,46,Sales,Sales Executive,Male,0,8686,3,9
1353,39,Research & Development,Healthcare Representative,Male,0,8321,3,8
1354,38,Research & Development,Laboratory Technician,Male,0,2436,4,1
1355,35,Research & Development,Laboratory Technician,Male,0,3902,3,2
1356,28,Research & Development,Laboratory Technician,Female,0,3708,3,5
1357,35,Research & Development,Research Scientist,Male,0,2911,3,10
1358,35,Sales,Sales Executive,Female,0,4554,3,10
1359,18,Research & Development,Research Scientist,Male,1,1569,3,0
1360,37,Sales,Sales Executive,Male,0,10999,4,4
1361,37,Research & Development,Research Scientist,Male,0,2519,3,13
1362,33,Sales,Sales Executive,Female,1,4320,3,5
1364,42,Research & Development,Healthcare Representative,Male,0,4851,4,5
1365,40,Sales,Sales Executive,Male,0,9679,3,0
1366,35,Research & Development,Research Scientist,Male,0,2932,3,5
1367,38,Research & Development,Research Scientist,Male,0,2741,4,9
1368,33,Research & Development,Laboratory Technician,Female,0,2580,3,5
1369,41,Sales,Sales Executive,Unknown,0,5769,3,10
1370,30,Sales,Sales Executive,Male,0,4779,3,3
1371,34,Sales,Sales Executive,Male,0,5154,3,9
1372,28,Human Resources,Laboratory Technician,Female,1,2515,3,5
1373,42,Unknown,Research Scientist,Male,0,2244,4,3
1374,47,Research & Development,Healthcare Representative,Unknown,0,5562,3,4
1375,47,Research & Development,Research Scientist,Female,0,3491,3,9
1376,30,Research & Development,Healthcare Representative,Male,0,7553,4,10
1377,42,Research & Development,Laboratory Technician,Male,0,3975,4,8
1378,32,Sales,Sales Executive,Male,1,9613,3,13
1379,19,Research & Development,Laboratory Technician,Male,1,1483,3,1
1380,32,Research & Development,Research Scientist,Male,0,5415,3,7
1381,24,Research & Development,Research Scientist,Male,0,3420,3,3
1382,38,Research & Development,Research Director,Male,0,12490,3,13
1383,29,Research & Development,Manufacturing Director,Female,0,9525,3,7
1384,38,Research & Development,Laboratory Technician,Female,0,3038,3,2
1385,35,Research & Development,Research Scientist,Female,0,2404,3,1
1387,37,Research & Development,Laboratory Technician,Male,0,2956,3,5
1388,36,Research & Development,Manufacturing Director,Male,0,10008,3,10
1389,48,Research & Development,Healthcare Representative,Male,0,13237,3,3
1390,35,Research & Development,Laboratory Technician,Female,0,2695,3,16
1391,35,Sales,Sales Executive,Male,0,5309,3,14
1392,53,Research & Development,Research Scientist,Male,0,2380,3,9
1393,35,Research & Development,Laboratory Technician,Male,0,2743,3,5
1394,23,Research & Development,Research Scientist,Male,0,2073,3,3
1395,46,Research & Development,Healthcare Representative,Male,0,9439,3,4
1396,40,Research & Development,Healthcare Representative,Female,0,9888,3,4
1397,35,Research & Development,Healthcare Representative,Male,0,4404,3,1
1398,44,Human Resources,Healthcare Representative,Male,0,7336,3,20
1399,36,Research & Development,Manufacturing Director,Female,0,10248,3,16
1400,45,Sales,Sales Executive,Female,0,13695,4,20
1401,34,Research & Development,Laboratory Technician,Female,0,3567,3,5
1402,34,Research & Development,Research Scientist,Male,0,3072,4,4
1403,39,Research & Development,Research Scientist,Male,1,2479,3,7
1404,28,Research & Development,Research Scientist,Male,0,2370,4,6
1405,34,Research & Development,Manufacturing Director,Male,0,6781,3,3
1406,41,Research & Development,Laboratory Technician,Male,0,5257,3,7
1407,35,Research & Development,Research Scientist,Male,0,5209,4,18
1408,40,Research & Development,Research Scientist,Male,0,5914,3,11
1409,30,Unknown,Laboratory Technician,Female,0,5294,3,9
1410,40,Research & Development,Laboratory Technician,Male,0,3346,3,1
1411,35,Research & Development,Manufacturing Director,Female,0,4285,3,20
1412,33,Sales,Sales Executive,Male,0,6883,3,5
1413,46,Sales,Sales Executive,Male,0,4960,3,5
1414,31,Research & Development,Manufacturing Director,Male,0,7412,3,12
1415,18,Research & Development,Research Scientist,Female,0,1281,4,0
1416,31,Sales,Sales Executive,Unknown,0,10793,3,13
1418,44,Sales,Sales Representative,Male,0,3041,3,1
1419,35,Sales,Sales Executive,Female,1,5933,3,2
1420,40,Research & Development,Manufacturing Director,Male,0,5828,3,7
1421,46,Sales,Sales Executive,Female,0,10475,3,5
1422,44,Sales,Sales Executive,Female,1,4345,3,3
1423,42,Human Resources,Manager,Male,0,5208,3,9
1424,41,Sales,Sales Executive,Male,1,4115,3,15
1425,56,Research & Development,Manufacturing Director,Male,0,4258,3,2
1426,30,Research & Development,Laboratory Technician,Female,0,5769,3,11
1427,36,Research & Development,Laboratory Technician,Male,0,3697,3,4
1428,56,Research & Development,Research Scientist,Female,0,4434,3,3
1430,31,Research & Development,Healthcare Representative,Female,0,5470,3,10
1431,29,Sales,Sales Representative,Male,0,2440,4,1
1432,33,Sales,Sales Executive,Male,0,6804,3,14
1433,27,Research & Development,Manufacturing Director,Male,0,4930,3,3
1434,39,Sales,Sales Executive,Male,0,6796,4,7
1435,45,Research & Development,Manufacturing Director,Female,0,8837,3,5
1436,29,Human Resources,Human Resources,Female,1,2180,3,4
1437,44,Research & Development,Healthcare Representative,Male,0,6811,4,10
1438,28,Sales,Sales Executive,Female,0,6583,3,3
1439,36,Research & Development,Laboratory Technician,Male,0,3069,3,10
1440,26,Research & Development,Research Scientist,Male,1,3479,3,7
1441,48,Research & Development,Laboratory Technician,Unknown,0,1274,3,1
1442,38,Unknown,Laboratory Technician,Female,0,2404,3,0
1443,46,Research & Development,Research Scientist,Female,0,5743,3,5
1444,29,Research & Development,Research Scientist,Male,0,7725,3,7
1445,34,Sales,Sales Executive,Male,1,4345,3,3
1447,35,Human Resources,Manufacturing Director,Female,0,6162,3,8
1448,33,Sales,Sales Executive,Male,0,10903,3,11
1449,25,Research & Development,Manufacturing Director,Female,0,5160,3,6
1450,35,Unknown,Laboratory Technician,Female,0,3204,3,6
1451,24,Research & Development,Manufacturing Director,Female,0,4011,4,3
1452,29,Sales,Sales Executive,Male,0,10096,4,11
1453,30,Human Resources,Sales Executive,Female,0,5762,3,9
1454,38,Sales,Sales Executive,Unknown,0,6091,3,0
1455,42,Sales,Sales Executive,Male,0,8161,4,0
1456,22,Research & Development,Laboratory Technician,Male,1,2322,3,0
1458,40,Research & Development,Research Scientist,Male,0,4907,3,9
1459,35,Sales,Sales Executive,Female,0,4999,3,3
1460,49,Human Resources,Manufacturing Director,Female,0,5257,3,3
1461,28,Research & Development,Laboratory Technician,Female,0,3600,3,6
1462,35,Research & Development,Research Director,Male,0,13269,3,14
1463,44,Research & Development,Laboratory Technician,Male,1,4876,3,4
1464,26,Sales,Sales Executive,Female,0,7553,3,7
1465,35,Sales,Sales Executive,Male,0,8686,3,9
1466,27,Sales,Sales Executive,Male,0,6384,3,8
1469,34,Human Resources,Human Resources,Male,0,5985,4,13
1470,56,IT,Research Scientist,Male,0,5433,3,5
1471,40,Research & Development,Healthcare Representative,Male,0,6272,3,7
1472,32,IT,Sales Executive,Female,0,6834,3,10
1474,40,Research & Development,Manufacturing Director,Male,0,7403,3,9
1475,33,Human Resources,Sales Executive,Female,0,10793,3,13
1476,33,Sales,Sales Executive,Female,0,6799,3,5
1477,37,Research & Development,Healthcare Representative,Male,0,5660,3,5
1478,38,Research & Development,Laboratory Technician,Female,0,1281,3,1
1479,40,Research & Development,Laboratory Technician,Female,0,2244,3,2
1480,34,Research & Development,Healthcare Representative,Female,0,6735,3,8
1481,45,Sales,Sales Executive,Male,0,7082,3,9
1482,29,Sales,Sales Executive,Male,0,10368,3,1
1483,30,IT,Manager,Male,0,11878,3,13
1484,25,Research & Development,Research Scientist,Male,0,3944,3,4
1485,31,Research & Development,Laboratory Technician,Male,0,3065,3,3
1486,45,Research & Development,Laboratory Technician,Male,0,4447,3,10
1487,19,Research & Development,Research Scientist,Female,0,2695,3,1
1488,35,IT,Research Scientist,Female,0,2258,3,4
1489,26,Research & Development,Laboratory Technician,Female,0,4244,3,8
1490,39,Sales,Healthcare Representative,Male,0,13973,3,21
1491,40,Sales,Sales Executive,Male,0,6653,3,18
1492,36,Research & Development,Laboratory Technician,Male,0,3346,3,3
1493,40,Research & Development,Manufacturing Director,Male,0,5473,3,4
1494,42,Human Resources,Manufacturing Director,Male,0,10552,3,4
1495,31,Research & Development,Laboratory Technician,Male,0,2800,3,5
1496,31,Research & Development,Research Scientist,Male,0,5974,3,9
1497,50,Research & Development,Research Director,Female,0,4081,3,1
1498,34,Sales,Sales Representative,Female,0,2976,3,5
1499,31,Sales,Sales Executive,Male,1,9907,3,6
1501,27,Sales,Sales Executive,Male,0,4537,4,5
1502,31,Human Resources,Human Resources,Male,1,2143,3,5
1503,35,Research & Development,Research Scientist,Female,0,5674,3,10
1504,34,Sales,Sales Executive,Male,0,5363,3,5
1505,35,Sales,Sales Executive,Male,0,5155,3,5
1506,21,Research & Development,Research Scientist,Female,0,2859,3,2
1507,35,Human Resources,Human Resources,Female,0,4936,3,2
1508,32,Sales,Manufacturing Director,Male,0,4284,3,3
1509,37,Sales,Sales Executive,Male,0,4087,3,11
1510,35,Sales,Sales Executive,Male,0,10793,3,16
1511,26,Research & Development,Laboratory Technician,Male,0,2973,4,1
1512,44,Research & Development,Healthcare Representative,Male,0,8509,3,4
1513,25,IT,Laboratory Technician,Male,0,3907,3,3
1514,39,Research & Development,Healthcare Representative,Male,0,4162,3,10
1515,48,Research & Development,Healthcare Representative,Male,0,13973,3,1
1516,36,Research & Development,Healthcare Representative,Male,0,5562,4,9
1517,49,Research & Development,Laboratory Technician,Female,0,2782,3,3
1518,35,Research & Development,Laboratory Technician,Male,1,3977,3,3
1519,30,Research & Development,Manager,Male,0,11557,3,10
1521,31,Research & Development,Laboratory Technician,Male,0,2705,3,2
1522,34,Sales,Sales Executive,Male,0,10999,3,11
1523,37,Research & Development,Manufacturing Director,Male,0,8722,3,8
1524,29,Research & Development,Research Scientist,Female,0,4163,3,9
1525,34,Research & Development,Healthcare Representative,Male,0,10903,4,10
1526,40,Human Resources,Manufacturing Director,Female,0,5916,4,1
1527,35,Human Resources,Healthcare Representative,Male,0,8321,3,6
1528,29,Human Resources,Human Resources,Male,0,2972,3,11
1529,35,Research & Development,Healthcare Representative,Male,0,6815,3,9
1530,30,IT,Manufacturing Director,Male,0,5363,3,11
1531,38,Human Resources,Healthcare Representative,Male,0,5207,3,15
1532,38,Research & Development,Manufacturing Director,Female,0,4534,3,5
1533,50,Research & Development,Research Director,Female,0,13603,3,1
1534,34,Research & Development,Laboratory Technician,Male,0,3743,3,10
1535,30,Research & Development,Manufacturing Director,Female,0,5326,3,8
1536,25,Sales,Sales Executive,Male,0,5561,3,3
1537,48,Research & Development,Laboratory Technician,Female,0,3408,3,5
1538,35,Research & Development,Laboratory Technician,Male,0,4404,3,20
1539,23,Human Resources,Laboratory Technician,Male,0,2836,3,5
1540,33,Sales,Sales Executive,Male,0,5593,3,5
1541,42,Sales,Research Scientist,Female,0,5484,3,8
